DPTO;ANO;CATENFER;ENFERMEDAD;y;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69
8;2020;Enfermedades Infecciosas;Septicemia;0,364210271;1;0;0;1;0;0;0;0;0;0,733333333;0,066666667;0,2;0,266666667;0,066666667;0;0;0,066666667;0;0,066666667;0,333333333;0,133333333;0,066666667;0;1;0;0;2647533;16502812,58;7087;15802;22470;264110;4080;2855;2619;94301;12326;67268;1883;745;552;757;552;336;60;385;96;9;1186;140;1609;9879;880;171;858;267;895;1410;515;432;2034;737;396;3984;996;1676;4760;4437;3654
8;2020;Enfermedades Infecciosas;Tuberculosis Y Secuelas De Tuberculosis;0,024280685;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;2647533;16502812,58;7087;15802;22470;264110;4080;2855;2619;94301;12326;67268;1883;745;552;757;552;336;60;385;96;9;1186;140;1609;9879;880;171;858;267;895;1410;515;432;2034;737;396;3984;996;1676;4760;4437;3654
8;2020;Enfermedades Neurologicas;Epilepsia;0,024280685;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2647533;16502812,58;7087;15802;22470;264110;4080;2855;2619;94301;12326;67268;1883;745;552;757;552;336;60;385;96;9;1186;140;1609;9879;880;171;858;267;895;1410;515;432;2034;737;396;3984;996;1676;4760;4437;3654
8;2020;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Enfermedades Del Apendice;0,024280685;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2647533;16502812,58;7087;15802;22470;264110;4080;2855;2619;94301;12326;67268;1883;745;552;757;552;336;60;385;96;9;1186;140;1609;9879;880;171;858;267;895;1410;515;432;2034;737;396;3984;996;1676;4760;4437;3654
8;2020;Enfermedades Respiratorias;Todas Las Enfermedades Respiratorias (Excl  Neumonia/Gripe);0,145684108;1;0;0;0,833333333;0;0,166666667;0;0;0;1;0;0;0,333333333;0,333333333;0;0;0;0;0;0,5;0,166666667;0;0;0,833333333;0,166666667;0;2647533;16502812,58;7087;15802;22470;264110;4080;2855;2619;94301;12326;67268;1883;745;552;757;552;336;60;385;96;9;1186;140;1609;9879;880;171;858;267;895;1410;515;432;2034;737;396;3984;996;1676;4760;4437;3654
11;2011;Canceres;Leucemia Linfoide Aguda (Lla);0,093112234;1;0;0;1;0;0;0;0;0;0,818181818;0;0,181818182;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Canceres;Linfoma No Hodgkin (Lnh);0,093112234;1;0;0;1;0;0;0;0;0;0,727272727;0;0,272727273;0,272727273;0,090909091;0;0;0;0;0;0,272727273;0;0,090909091;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Canceres;Tumores Del Sistema Nervioso Central (Snc);0,033858994;1;0;0;0,75;0;0,25;0;0;0;1;0;0;0;0;0;0;0,25;0;0;0,25;0;0;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Canceres;Tumores Del Sistema Urinario;0,008464749;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Canceres;Tumores Malignos De Los Organos Digestivos;0,008464749;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Ciertas Afecciones Originadas En El Periodo Perinatal;Complicaciones Del Periodo Perinatal ;6,568644878;1;0;0;0,957474227;0,00257732;0,030927835;0;0,00128866;0;0,93943299;0,011597938;0,039948454;0,387886598;0,168814433;0,010309278;0,00128866;0,159793814;0,166237113;0,117268041;0,547680412;0,073453608;0,103092784;0,021907216;0,967783505;0,014175258;0,00257732;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Ciertas Afecciones Originadas En El Periodo Perinatal;Malformaciones Congenitas Del Sistema Circulatorio;2,10772239;1;0;0;0,995983936;0;0,004016064;0;0;0;0,927710843;0,008032129;0,060240964;0,37751004;0,136546185;0;0;0,156626506;0,184738956;0,120481928;0,481927711;0,092369478;0,112449799;0,036144578;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Enfermedades Del Sistema Circulatorio;Enfermedades Cerebrovasculares;0,025394246;1;0;0;1;0;0;0;0;0;1;0;0;0,333333333;0;0;0;0;0;0;0,333333333;0;0;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Enfermedades Genitourinarias;Enfermedad Renal Tubulointersticial;0,050788491;1;0;0;0,833333333;0;0;0;0;0,166666667;1;0;0;0,5;0;0;0;0;0,166666667;0,166666667;0,5;0;0;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Enfermedades Infecciosas;Meningitis;0,025394246;1;0;0;1;0;0;0;0;0;0,333333333;0;0,666666667;0,666666667;0;0;0;0;0;0;0,333333333;0,333333333;0;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Enfermedades Infecciosas;Meningitis Debida A Otras Causas Y A Causas Sin Especificar  (Incluye Aracnoiditis  Leptomeningitis  Meningitis Y Paquimeningitis  Debidas A Otras Causas Y A Causas Sin Especificar ;0,008464749;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Enfermedades Infecciosas;Septicemia;0,05925324;1;0;0;1;0;0;0;0;0;0,714285714;0,142857143;0,142857143;0,285714286;0,142857143;0;0;0,142857143;0;0,142857143;0,285714286;0,142857143;0;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Enfermedades Infecciosas;Tuberculosis Y Secuelas De Tuberculosis;0,008464749;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Enfermedades Neurologicas;Epilepsia;0,033858994;1;0;0;1;0;0;0;0;0;1;0;0;0;0,25;0;0;0;0;0;0,25;0;0;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Hernia;0,008464749;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Trastornos De La Vesicula Biliar  De Las Vias Biliares Y Del Pancreas;0,016929497;1;0;0;1;0;0;0;0;0;1;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0;1;0;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2011;Enfermedades Respiratorias;Todas Las Enfermedades Respiratorias (Excl  Neumonia/Gripe);0,550208656;1;0;0;0,892307692;0;0,092307692;0;0;0;0,969230769;0;0,030769231;0,184615385;0,092307692;0,030769231;0;0,2;0,123076923;0,061538462;0,446153846;0,046153846;0,015384615;0,046153846;0,907692308;0,092307692;0;6756314;21347503,01;25111;1097;2827;48927;1068;318;391;10854;1588;2979;149;77;37;74;44;28;2;0;0;0;94;12;124;1133;69;6;44;22;54;63;42;47;460;0;76;711;0;0;0;0;0
11;2012;Canceres;Leucemia Linfoide Aguda (Lla);0,059484356;1;0;0;0,571428571;0;0,428571429;0;0;0;1;0;0;0;0;0;0;0;0,142857143;0;0;0;0,142857143;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Canceres;Linfoma No Hodgkin (Lnh);0,101973181;1;0;0;0,833333333;0;0,166666667;0;0;0;0,916666667;0;0,083333333;0,083333333;0,083333333;0;0;0;0,083333333;0;0,166666667;0;0,083333333;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Canceres;Tumores Del Sistema Nervioso Central (Snc);0,03399106;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0,25;0;0;0,25;0;0;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Canceres;Tumores Del Sistema Urinario;0,025493295;1;0;0;1;0;0;0;0;0;0,666666667;0,333333333;0;0,333333333;0;0;0;0;0;0;0,333333333;0;0;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Canceres;Tumores Malignos De Los Organos Digestivos;0,008497765;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Causas Externas De Morbilidad Y De Mortalidad;Incidentes Ocurridos Al Paciente Durante La Atencion Medica Y Quirurgica;0,008497765;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Ciertas Afecciones Originadas En El Periodo Perinatal;Complicaciones Del Periodo Perinatal ;6,78121654;0,997493734;0;0,002506266;0,967418546;0;0,020050125;0,001253133;0;0;0,926065163;0,012531328;0,055137845;0,315789474;0,164160401;0,005012531;0,001253133;0,22556391;0,175438596;0,109022556;0,526315789;0,081453634;0,140350877;0,015037594;0,974937343;0,015037594;0,005012531;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Ciertas Afecciones Originadas En El Periodo Perinatal;Malformaciones Congenitas Del Sistema Circulatorio;2,158432332;1;0;0;0,984251969;0;0,015748031;0;0;0;0,937007874;0,011811024;0,039370079;0,37007874;0,145669291;0,011811024;0,003937008;0,153543307;0,122047244;0,118110236;0,476377953;0,094488189;0,086614173;0,007874016;0,980314961;0,007874016;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Enfermedades Del Sistema Circulatorio;Enfermedades Cerebrovasculares;0,042488825;1;0;0;1;0;0;0;0;0;1;0;0;0,2;0;0;0;0;0,2;0;0,2;0;0;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Enfermedades Genitourinarias;Enfermedad Renal Tubulointersticial;0,050986591;1;0;0;0,833333333;0;0,166666667;0;0;0;1;0;0;0,5;0;0;0;0;0,166666667;0;0,833333333;0;0;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Enfermedades Infecciosas;Infeccion Estreptococica  De Sitio No Especificado;0,008497765;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Enfermedades Infecciosas;Meningitis;0,01699553;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0,5;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Enfermedades Infecciosas;Meningitis Debida A Otras Causas Y A Causas Sin Especificar  (Incluye Aracnoiditis  Leptomeningitis  Meningitis Y Paquimeningitis  Debidas A Otras Causas Y A Causas Sin Especificar ;0,01699553;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Enfermedades Infecciosas;Septicemia;0,076479886;1;0;0;0,888888889;0;0;0;0;0,111111111;1;0;0;0,555555556;0;0,111111111;0;0;0;0,111111111;0,444444444;0,111111111;0;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Enfermedades Infecciosas;Tuberculosis Y Secuelas De Tuberculosis;0,01699553;1;0;0;1;0;0;0;0;0;1;0;0;0,5;0,5;0;0;0;0;0;1;0;0;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Enfermedades Neurologicas;Epilepsia;0,050986591;1;0;0;0,5;0;0,333333333;0;0;0;0,833333333;0;0,166666667;0;0;0;0;0,333333333;0;0,333333333;0;0;0;0;0,833333333;0,166666667;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Enfermedades Del Esofago  Del Estomago Y Del Duodeno;0,01699553;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0,5;0;0;0;0,5;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Hernia;0,008497765;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Enfermedades Respiratorias;Todas Las Enfermedades Respiratorias (Excl  Neumonia/Gripe);0,662825677;1;0;0;0,730769231;0;0,230769231;0;0;0,012820513;0,923076923;0;0,038461538;0,166666667;0,051282051;0,012820513;0;0,102564103;0,128205128;0,064102564;0,282051282;0,025641026;0,064102564;0,025641026;0,743589744;0,179487179;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2012;Osteomielitis;Osteomielitis;0,008497765;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6773482;22865844,02;26209;1128;2893;51521;1059;316;414;11317;1726;3180;150;77;38;74;45;31;2;0;0;0;98;13;128;1174;76;7;51;23;63;73;43;54;489;0;77;756;0;0;0;0;0
11;2013;Canceres;Leucemia Linfoide Aguda (Lla);0,086044451;1;0;0;1;0;0;0;0;0;0,9;0;0;0,1;0;0;0;0;0,2;0;0,2;0;0,1;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Canceres;Linfoma No Hodgkin (Lnh);0,060231115;1;0;0;1;0;0;0;0;0;0,857142857;0;0,142857143;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Canceres;Tumores Del Sistema Nervioso Central (Snc);0,094648896;1;0;0;1;0;0;0;0;0;0,727272727;0;0,272727273;0,090909091;0;0;0;0;0;0;0,090909091;0;0;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Canceres;Tumores Del Sistema Urinario;0,01720889;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Canceres;Tumores Malignos De Los Organos Digestivos;0,03441778;1;0;0;1;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0,5;0;0,25;0,25;0;0;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Causas Externas De Morbilidad Y De Mortalidad;Procedimientos Quirurgicos Y Otros Procedimientos Medicos Como La Causa De Reaccion Anormal Del Paciente O De Complicacion Posterior  Sin Mencion De Incidente En El Momento De Efectuar El Procedimiento;0,008604445;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Ciertas Afecciones Originadas En El Periodo Perinatal;Complicaciones Del Periodo Perinatal ;5,747769298;0,998502994;0;0,001497006;0,96257485;0,001497006;0,02994012;0;0,001497006;0;0,926646707;0,005988024;0,058383234;0,393712575;0,173652695;0;0;0,172155689;0,166167665;0,116766467;0,523952096;0,104790419;0,121257485;0,013473054;0,967065868;0,026946108;0,002994012;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Ciertas Afecciones Originadas En El Periodo Perinatal;Malformaciones Congenitas Del Sistema Circulatorio;1,884373467;0,99543379;0;0,00456621;0,95890411;0;0,03652968;0;0;0;0,908675799;0;0,077625571;0,365296804;0,141552511;0,01826484;0;0,132420091;0,164383562;0,105022831;0,433789954;0,105022831;0,114155251;0,03196347;0,96347032;0,01369863;0,00456621;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Enfermedades Del Sistema Circulatorio;Enfermedades Cerebrovasculares;0,01720889;1;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0,5;0,5;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Enfermedades Genitourinarias;Enfermedad Renal Tubulointersticial;0,03441778;1;0;0;1;0;0;0;0;0;1;0;0;0,25;0;0;0;0,25;0;0,25;0,25;0;0;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Enfermedades Infecciosas;Meningitis;0,008604445;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Enfermedades Infecciosas;Meningitis Debida A Otras Causas Y A Causas Sin Especificar  (Incluye Aracnoiditis  Leptomeningitis  Meningitis Y Paquimeningitis  Debidas A Otras Causas Y A Causas Sin Especificar ;0,025813335;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0,333333333;0;0;0;0;0,333333333;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Enfermedades Infecciosas;Septicemia;0,03441778;1;0;0;1;0;0;0;0;0;0,75;0;0,25;0,5;0,25;0;0;0;0;0;0,75;0;0;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Enfermedades Infecciosas;Tuberculosis Y Secuelas De Tuberculosis;0,008604445;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Enfermedades Neurologicas;Epilepsia;0,06883556;1;0;0;1;0;0;0;0;0;1;0;0;0,125;0,125;0;0;0;0,125;0,125;0,125;0,125;0;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Enfermedades Del Apendice;0,008604445;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Enfermedades Del Esofago  Del Estomago Y Del Duodeno;0,01720889;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0,5;0;0;0;0,5;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Hernia;0,008604445;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2013;Enfermedades Respiratorias;Todas Las Enfermedades Respiratorias (Excl  Neumonia/Gripe);0,739982275;1;0;0;0,697674419;0;0,255813953;0;0,011627907;0,023255814;0,918604651;0;0,069767442;0,302325581;0,093023256;0,011627907;0;0,093023256;0,069767442;0,139534884;0,325581395;0,046511628;0,034883721;0;0,76744186;0,220930233;0,011627907;6895788;24536590,82;27362;1182;2971;54271;1058;321;428;12121;1796;3837;154;80;39;78;46;34;2;5;0;0;101;13;131;1213;80;7;55;26;74;82;43;55;511;3;81;764;2;12;72;66;67
11;2014;Canceres;Leucemia Linfoide Aguda (Lla);0,076350772;1;0;0;1;0;0;0;0;0;0,777777778;0;0,222222222;0,111111111;0;0;0;0;0;0;0;0,111111111;0;0;1;0;0;7135611;26337645,79;28614;1275;3105;58491;1058;323;452;15412;1938;6451;155;80;40;78;46;34;2;28;2;0;101;13;135;1275;83;7;57;26;83;94;43;55;538;43;81;764;19;53;317;298;465
